tweet_number,word,tf-idf_score
0,Enjoyed,0.34288370869596685
0,Glastonbury,0.2607718984462752
0,Who,0.34288370869596685
0,Xbox,0.34288370869596685
0,cotching,0.34288370869596685
0,indie,0.20251264192081092
0,listening,0.2607718984462752
0,needs,0.34288370869596685
0,night,0.34288370869596685
0,trino,0.34288370869596685
1,Glastonbury,0.3837699307603192
1,SO,0.5046113401371842
1,glad,0.5046113401371842
1,hate,0.5046113401371842
1,indie,0.2980315863446099
2,glastonbury,0.5844829010200651
2,indie,0.34520501686496574
2,listening,0.444514311537431
2,mom,0.5844829010200651
