tweet_number,word,tf-idf_score
0,HWQjX5HenW,0.4942615301635382
0,getlucky,0.3298443310411095
0,http,0.2533946870985734
0,jizznez,0.4942615301635382
0,night,0.3067742968885307
0,staying,0.4942615301635382
1,She,0.512982007061155
1,night,0.36295420038846354
1,sun,0.512982007061155
1,til,0.5847761702424178
2,night,1.0
3,She,0.5344759217100213
3,fun,0.5344759217100213
3,good,0.5344759217100213
3,night,0.3781619591347993
4,lucky,0.8163306519554978
4,night,0.5775848566902633
5,getlucky,1.0
6,GetLucky,1.0
7,DSS0Ub1Odh,0.2749497820179971
7,Get,0.2749497820179971
7,GetLucky,0.17840257704583343
7,Lucky,0.2749497820179971
7,MAMAAA,0.2749497820179971
7,Pero,0.2749497820179971
7,RT,0.23222696322279845
7,SaidAbdalah12,0.2749497820179971
7,amigos,0.2749497820179971
7,dejame,0.2749497820179971
7,http,0.17840257704583343
7,ir,0.2514377181745876
7,mis,0.2514377181745876
7,todos,0.2749497820179971
7,van,0.2749497820179971
8,GetLucky,0.1266858909393305
8,JeanVelez06,0.24710842607937672
8,Nos,0.24710842607937672
8,Que,0.24710842607937672
8,RT,0.1649072576370749
8,al,0.24710842607937672
8,alistaaarmee,0.24710842607937672
8,chicaaas,0.24710842607937672
8,ir,0.17854905388791784
8,jaja,0.24710842607937672
8,leemos,0.24710842607937672
8,mis,0.17854905388791784
8,pereza,0.24710842607937672
8,pero,0.24710842607937672
8,que,0.19524526313078938
8,rato,0.24710842607937672
8,tengo,0.24710842607937672
8,ver,0.24710842607937672
8,ya,0.24710842607937672
9,DSS0Ub1Odh,0.2749497820179971
9,Get,0.2749497820179971
9,GetLucky,0.17840257704583343
9,Lucky,0.2749497820179971
9,MAMAAA,0.2749497820179971
9,Pero,0.2749497820179971
9,RT,0.23222696322279845
9,SaidAbdalah12,0.2749497820179971
9,amigos,0.2749497820179971
9,dejame,0.2749497820179971
9,http,0.17840257704583343
9,ir,0.2514377181745876
9,mis,0.2514377181745876
9,todos,0.2749497820179971
9,van,0.2749497820179971
10,DSS0Ub1Odh,0.2749497820179971
10,Get,0.2749497820179971
10,GetLucky,0.17840257704583343
10,Lucky,0.2749497820179971
10,MAMAAA,0.2749497820179971
10,Pero,0.2749497820179971
10,RT,0.23222696322279845
10,SaidAbdalah12,0.2749497820179971
10,amigos,0.2749497820179971
10,dejame,0.2749497820179971
10,http,0.17840257704583343
10,ir,0.2514377181745876
10,mis,0.2514377181745876
10,todos,0.2749497820179971
10,van,0.2749497820179971
11,amandita65,0.4608643875389789
11,bvzTeQmWN5,0.4608643875389789
11,getlucky,0.3075568223126081
11,http,0.23627286395660932
11,jeanethguillen,0.4608643875389789
11,kevinsanchezb,0.4608643875389789
12,Entonces,0.2683452149181137
12,Era,0.2683452149181137
12,GetLucky,0.1375734254415397
12,acto,0.2683452149181137
12,baja,0.2683452149181137
12,como,0.2683452149181137
12,el,0.5366904298362274
12,hace,0.2683452149181137
12,pantalon,0.2683452149181137
12,que,0.21202487073324444
12,se,0.2683452149181137
12,uno,0.2683452149181137
13,And,0.5508829454320211
13,GetLucky,0.28242297461325894
13,dgkOtofMbp,0.5508829454320211
13,http,0.28242297461325894
13,song,0.4832499225923152
14,3octwehF4b,0.3722934413926055
14,El,0.3722934413926055
14,Hoy,0.3722934413926055
14,examen,0.3722934413926055
14,getlucky,0.24844919871976587
14,https,0.3265862162305843
14,toca,0.3722934413926055
14,último,0.3722934413926055
15,Are,0.2851886644207575
15,Daft,0.2851886644207575
15,GetLucky,0.14620861219170184
15,It,0.2501754703940884
15,Punk,0.2851886644207575
15,better,0.2851886644207575
15,blockbuster,0.2851886644207575
15,groove,0.2851886644207575
15,h2jTZ7oGfD,0.2851886644207575
15,http,0.14620861219170184
15,new,0.2851886644207575
15,ready,0.2851886644207575
15,single,0.2851886644207575
15,sounds,0.2851886644207575
16,Getlucky,0.30106878669540793
16,It,0.2641059576665943
16,Love,0.30106878669540793
16,On,0.30106878669540793
16,Phuthi,0.30106878669540793
16,Vinyl,0.30106878669540793
16,YjS5aYzhAV,0.30106878669540793
16,You,0.30106878669540793
16,gift,0.30106878669540793
16,hero,0.30106878669540793
16,http,0.15434992679804133
16,muptee,0.30106878669540793
17,2013,0.37273014445876473
17,GETLUCKY,0.37273014445876473
17,IS,0.42489542208156844
17,Oficaildaftpunk,0.42489542208156844
17,SONG,0.42489542208156844
17,SUMMER,0.42489542208156844
18,1DRASHID,0.07709060591866723
18,2013,0.06762603498929294
18,33uAvVMknE,0.07709060591866723
18,6am,0.07709060591866723
18,Ahh,0.07709060591866723
18,AlvitaMusic,0.07709060591866723
18,Arianna_Moraga,0.07709060591866723
