tweet_number,word,tf-idf_score
0,Danish,0.42703650261729703
0,GP,0.42703650261729703
0,Glastonbury,0.2969833785953961
0,Speedway,0.42703650261729703
0,That,0.42703650261729703
0,set,0.42703650261729703
1,feLl49lvmc,0.7522967397832789
1,http,0.4987654776252607
1,rolling,0.26323734424510853
1,stones,0.3405711588427259
2,Hoping,0.28250608285410883
2,Mick,0.28250608285410883
2,PaddyMcAnulty,0.28250608285410883
2,Please,0.28250608285410883
2,RT,0.1872988063026335
2,Rolling,0.14886577463286693
2,Sir,0.28250608285410883
2,allow,0.28250608285410883
2,couple,0.28250608285410883
2,drums,0.28250608285410883
2,entrance,0.28250608285410883
2,introduce,0.28250608285410883
2,owwws,0.28250608285410883
2,tonight,0.254659739564908
3,2013,0.6173763584859805
3,Glastonbury,0.42935560703672343
3,rolling,0.21602713984163108
3,stones,0.2794915499863049
3,watching,0.5565221855656918
4,Is,0.27187805958919165
4,Keith,0.27187805958919165
4,RT,0.19996264862256596
4,Rolling,0.1589310427143898
4,Seems,0.27187805958919165
4,Stones,0.19132667514592225
4,ZeppelinG1993,0.27187805958919165
4,actually,0.27187805958919165
4,fit,0.27187805958919165
4,guitarists,0.27187805958919165
4,like,0.27187805958919165
4,playing,0.27187805958919165
4,possible,0.27187805958919165
4,rolling,0.10553584586936969
4,stage,0.27187805958919165
4,trying,0.27187805958919165
5,Is,0.27187805958919165
5,Keith,0.27187805958919165
5,RT,0.19996264862256596
5,Rolling,0.1589310427143898
5,Seems,0.27187805958919165
5,Stones,0.19132667514592225
5,ZeppelinG1993,0.27187805958919165
5,actually,0.27187805958919165
5,fit,0.27187805958919165
5,guitarists,0.27187805958919165
5,like,0.27187805958919165
5,playing,0.27187805958919165
5,possible,0.27187805958919165
5,rolling,0.10553584586936969
5,stage,0.27187805958919165
5,trying,0.27187805958919165
6,Glastonbury,0.22309607654157748
6,Stones,0.20349729403608227
6,The,0.26673777347641675
6,live,0.3207929303132824
6,quite,0.3207929303132824
6,rolling,0.11224916254801445
6,saw,0.3207929303132824
6,sofa,0.3207929303132824
6,stones,0.1452256991793183
6,straight,0.3207929303132824
6,taking,0.3207929303132824
6,times,0.3207929303132824
6,watching,0.2891726905931151
7,Feel,0.6554899811906827
7,rolling,0.22936353795394532
7,sick,0.6554899811906827
7,stones,0.29674591248158066
8,don,0.8679642777723514
8,rolling,0.3037107557401325
8,stones,0.3929348411109379
9,0XdopsFe5G,0.46729394497020005
9,Still,0.42123324610969104
9,cool,0.46729394497020005
9,http,0.3098113753910415
9,rocking,0.46729394497020005
9,rolling,0.1635115647200754
9,stones,0.2115479596582286
10,1st,0.26864174974431804
10,If,0.26864174974431804
10,Love,0.26864174974431804
10,RT,0.19758238634865521
10,Rolling,0.15703920157439566
10,act,0.26864174974431804
10,band,0.4632666540090698
10,come,0.26864174974431804
10,gigging,0.26864174974431804
10,jpshaddock,0.26864174974431804
10,seen,0.26864174974431804
10,time,0.26864174974431804
10,ve,0.26864174974431804
11,70,0.29072537341158516
11,And,0.29072537341158516
11,Incredable,0.29072537341158516
11,Really,0.29072537341158516
11,away,0.29072537341158516
11,blown,0.29072537341158516
11,fans,0.29072537341158516
11,got,0.29072537341158516
11,guys,0.2620688628362683
11,old,0.24173674501234865
11,rolling,0.10172817606996382
11,stones,0.1316138593878411
11,unite,0.29072537341158516
11,young,0.29072537341158516
12,Jd6vwgLzmh,0.686861381638778
12,Rolling,0.3619396460778571
12,Stones,0.43571543925508005
12,http,0.4553824667299535
13,1st,0.26864174974431804
13,If,0.26864174974431804
13,Love,0.26864174974431804
13,RT,0.19758238634865521
13,Rolling,0.15703920157439566
13,act,0.26864174974431804
13,band,0.4632666540090698
13,come,0.26864174974431804
13,gigging,0.26864174974431804
13,jpshaddock,0.26864174974431804
13,seen,0.26864174974431804
13,time,0.26864174974431804
13,ve,0.26864174974431804
14,Hey,0.8679642777723514
14,rolling,0.3037107557401325
14,stones,0.3929348411109379
15,Glastonbury,0.39099125361303816
15,Rolling,0.29625586488038774
15,Stones,0.35664303619969995
15,distinctly,0.5622117247320345
15,underwhelmed,0.5622117247320345
16,10,0.3975464993290757
16,Don,0.3975464993290757
16,Ovaltine,0.3975464993290757
16,lads,0.3975464993290757
16,mins,0.3975464993290757
16,rolling,0.13910612549972357
16,stones,0.17997269536137578
16,worry,0.3975464993290757
17,4nJx4ZZ3N9,0.4736027415554657
17,The,0.3937983940963464
17,amazing,0.4736027415554657
17,http,0.313994046637227
17,rolling,0.1657190857296259
17,stones,0.2144040057505803
17,television,0.4736027415554657
18,It,0.4914755033336408
18,energy,0.44303125234337476
18,natural,0.4914755033336408
18,pensioner,0.4914755033336408
18,rolling,0.17197297212313553
18,stones,0.2224951576440028
19,4naung,0.27605316661062407
19,TeArahi_Maipi,0.5521063332212481
19,airtime,0.27605316661062407
19,ashtray,0.27605316661062407
19,fullas,0.27605316661062407
19,gets,0.27605316661062407
19,ll,0.27605316661062407
19,money,0.27605316661062407
19,neeRobson,0.27605316661062407
19,rolling,0.09659420093986734
19,tele,0.27605316661062407
20,Oh,0.8679642777723514
20,rolling,0.3037107557401325
20,stones,0.3929348411109379
21,COBWEBS,0.3779644730092273
21,ENCORE,0.3779644730092273
21,NO,0.3779644730092273
21,ON,0.3779644730092273
21,ROLLING,0.3779644730092273
21,STONES,0.3779644730092273
21,THEM,0.3779644730092273
22,Brilliant,0.6798261857230415
22,Glastonbury,0.47278646264716834
22,Rolling,0.3582324696549306
22,Stones,0.4312526123141374
23,Gods,0.5661713167231636
23,Rolling,0.2983423605870799
23,Stones,0.3591548317523476
23,http,0.37536611854053914
23,yIIg6AVqJN,0.5661713167231636
24,Rolling,0.28236711604711795
24,brought,0.535854719313508
24,great,0.535854719313508
24,memories,0.535854719313508
24,stones,0.2425860077241841
25,The,0.44301669136974864
25,best,0.48027816589830097
25,old,0.44301669136974864
25,ones,0.5327952646150499
25,rolling,0.18643123526500877
25,stones,0.24120096645392564
26,baru,0.33108883601137196
26,bikinnya,0.33108883601137196
26,dan,0.33108883601137196
26,dikumpul,0.33108883601137196
26,hari,0.33108883601137196
26,ini,0.33108883601137196
26,juga,0.33108883601137196
26,proker,0.33108883601137196
26,rolling,0.11585181922487836
26,sekarang,0.33108883601137196
27,No,0.441082765647909
27,energy,0.3976056766341311
27,lots,0.441082765647909
27,movement,0.441082765647909
27,rolling,0.15433996943133352
27,saddd,0.441082765647909
27,stones,0.1996819349310727
28,dmeyersglobal,0.6818867317145192
28,rolling,0.2646903289192542
28,sportscage,0.6818867317145192
29,Hopes,0.3797311877092455
29,Khalifa,0.3797311877092455
29,Wiz,0.3797311877092455
29,dreams,0.3797311877092455
29,https,0.3423014626437209
29,l778sjjzeh,0.3797311877092455
29,papers,0.3797311877092455
29,rolling,0.13287234158215122
30,http,0.5304781265371039
30,ll5DKritRh,0.8001294857460945
30,rolling,0.27997457617679256
31,RT,0.5059330330699717
31,Rolling,0.4021174206450789
31,sweetter_sugar,0.7631076896889244
32,Glastonbury,0.47278646264716834
32,Rolling,0.3582324696549306
32,Stones,0.4312526123141374
32,awesome,0.6798261857230415
33,Centres,0.3141775286778713
33,Fairfax,0.3141775286778713
33,Hire,0.3141775286778713
33,Selby,0.3141775286778713
33,WD40,0.3141775286778713
33,available,0.3141775286778713
33,creaking,0.3141775286778713
33,http,0.20829666920434187
33,joints,0.3141775286778713
33,old,0.2612370989411066
33,owfdxHl4G4,0.3141775286778713
34,RT,0.3713692618271544
34,dmeyersglobal,0.5049300706514195
34,inthetunnel,0.560142787464931
34,rolling,0.19600045031804617
34,sportscage,0.5049300706514195
35,Rolling,0.36447506670607815
35,hgfYXBUmVl,0.6916729090152531
35,https,0.6234953990880584
36,band,0.5592587793494613
36,rolling,0.2517741315055497
36,stones,0.32574028574617514
36,tribute,0.7195364276165432
37,Chimi,0.49251893020287607
37,How,0.49251893020287607
37,guy,0.49251893020287607
