tweet_number,word,tf-idf_score
0,CHAMPION,0.3433191013202363
0,Canada,0.1920459237710931
0,E1MaWa,0.3433191013202363
0,Sweden,0.2589259298331076
0,WORLD,0.3433191013202363
0,currently,0.3433191013202363
0,easy,0.3433191013202363
0,game,0.22065824305548057
0,hockey,0.14936408027130835
0,incredible,0.3433191013202363
0,won,0.3433191013202363
1,Half,0.39343228922323525
1,game,0.2528670189553991
1,half,0.39343228922323525
1,hockey,0.08558313796535642
1,mental,0.7868645784464705
2,CBC,0.28139585598824296
2,CBCOlympics,0.28139585598824296
2,Canada,0.1879434380451318
2,DGelevan,0.28139585598824296
2,Hockey,0.1671925949653126
2,JNuQM2Wi8t,0.28139585598824296
2,Mountain,0.28139585598824296
2,NBC,0.2533947531730515
2,RT,0.16378730504179828
2,US,0.26135006675208783
2,border,0.28139585598824296
2,broadcast,0.28139585598824296
2,btwn,0.28139585598824296
2,center,0.24010067386365677
2,created,0.28139585598824296
2,http,0.08416577195479932
3,Hockey,0.32738256895549184
3,That,0.657897982236121
3,eAFxrOEDVi,0.657897982236121
3,http,0.16480638180417614
4,Bruins,0.3242717170683293
4,But,0.2844162028808929
4,Dsports,0.3242717170683293
4,figured,0.3242717170683293
4,hockey,0.0705386717366635
4,http,0.08123151287045353
4,kuCke0CPYk,0.3242717170683293
4,live,0.3242717170683293
4,prayer,0.3242717170683293
4,ryhards44,0.3242717170683293
4,stream,0.30095773582171903
4,vs,0.2844162028808929
5,NikkiBenz,0.47393948304278277
5,RT,0.2634133758320545
5,Who,0.47393948304278277
5,hockey,0.11754274643557854
5,http,0.1353608578788612
5,mamwNGahft,0.47393948304278277
5,responsible,0.47393948304278277
6,4BLYtH5GZz,0.35114594398426496
6,hockey,0.07638460948213868
6,http,0.08796362669567903
6,Айлендерс,0.35114594398426496
6,Тавареса,0.35114594398426496
6,компенсацию,0.35114594398426496
6,получат,0.35114594398426496
6,связи,0.35114594398426496
6,страховую,0.35114594398426496
6,травмой,0.35114594398426496
7,NLAAKbX0UY,0.3594254289019286
7,hockey,0.07818564188186741
7,http,0.09003767463217607
7,Заставили,0.3594254289019286
7,Кросби,0.31524925032417217
7,Сидни,0.3335840210087798
7,зоне,0.3594254289019286
7,отсиживаться,0.3594254289019286
7,своей,0.3594254289019286
7,соперника,0.3594254289019286
8,2nd,0.23881227356053225
8,Coach,0.2851405522384668
8,Hockey,0.14189137073795333
8,amazing,0.26463996233924064
8,coach,0.25009456232637406
8,game,0.1832656937492133
8,gotten,0.2851405522384668
8,love,0.22180000987246482
8,said,0.2851405522384668
8,season,0.23881227356053225
8,skating,0.5702811044769336
8,thanks,0.2851405522384668
9,BACKYARD,0.6884167139545795
9,T23XtGM1eF,0.6884167139545795
9,hockey,0.1497509589880214
9,http,0.1724514603537047
10,BSens_Hockey,0.3145016185104228
10,Borowiecki,0.3145016185104228
10,BulldogsAHL,0.3145016185104228
10,Image,0.3145016185104228
10,Jarred,0.3145016185104228
10,Jp748k2llI,0.3145016185104228
10,Mark,0.3145016185104228
10,TheAHL,0.3145016185104228
10,Tinordi,0.3145016185104228
10,fighting,0.3145016185104228
10,hockey,0.06841338686371297
10,http,0.07878405956207589
11,CMT,0.3675354137798958
11,IV,0.3675354137798958
11,Olympics,0.30782001048164853
11,Well,0.3675354137798958
11,played,0.30782001048164853
11,rocky,0.3675354137798958
11,showing,0.3675354137798958
11,sochi,0.3675354137798958
12,Canada,0.2136928238451157
12,abt,0.38201710716096754
12,annaleelepp,0.38201710716096754
12,bldg,0.38201710716096754
12,hockey,0.08309999886341964
12,just,0.3350642357482286
12,ran,0.3545514380833329
