tweet_number,word,tf-idf_score
0,GoCanadaGo,0.16995834148645655
0,relive,0.5831226971085224
0,sunday,0.5831226971085224
0,wait,0.5394905025975325
1,3VrIsodH2T,0.7071067811865475
1,https,0.7071067811865475
2,AbdouSall,0.3507038456392837
2,But,0.3507038456392837
2,Doesn,0.3507038456392837
2,GoCanadaGo,0.10221698495588159
2,Im_Partial,0.3507038456392837
2,Tough,0.3507038456392837
2,game,0.18724032775581978
2,matter,0.3058438101795501
2,play,0.3507038456392837
2,teamboro,0.3507038456392837
3,Canadian,0.2940532045870741
3,GoCanadaGo,0.14415876538380487
3,Just,0.3106946160816976
3,LA,0.3169919447399186
3,Lauren_Collins,0.3169919447399186
3,PaulaBrancati,0.3169919447399186
3,RT,0.1700903986647497
3,bed,0.3169919447399186
3,couple,0.3169919447399186
3,gals,0.3169919447399186
3,hockey,0.2604891022919677
3,watching,0.3106946160816976
4,Bieber,0.26510324351381415
4,Canada,0.19482540357015996
4,GoCanadaGo,0.0886009569332093
4,Justin,0.3039876037941102
4,LazarusRock,0.3039876037941102
4,RT,0.10453871498361836
4,Sorry,0.3039876037941102
4,USA,0.23370976385045597
4,bet,0.2812417111656058
4,bets,0.3039876037941102
4,citizenship,0.3039876037941102
4,initiate,0.3039876037941102
4,paperwork,0.3039876037941102
4,transfer,0.3039876037941102
5,Canada,0.21538431624009585
5,Canadian,0.19979828970152472
5,Go,0.3360658363275569
5,Let,0.3109196878208156
5,Sunday,0.19979828970152472
5,don,0.2930782115212821
5,especially,0.3360658363275569
5,hour,0.3360658363275569
5,http,0.11646250366589832
5,ungodly,0.3360658363275569
5,wake,0.3360658363275569
5,yTJSmwgfd9,0.3360658363275569
6,12,0.3036515727522212
6,GoCanadaGo,0.08850301651886663
6,No,0.26481019564602537
6,Slave,0.3036515727522212
6,Years,0.3036515727522212
6,canadian,0.3036515727522212
6,cool,0.3036515727522212
6,freed,0.3036515727522212
6,learning,0.3036515727522212
6,pretty,0.3036515727522212
6,protagonist,0.3036515727522212
6,surprise,0.3036515727522212
7,1st,0.3216275384807536
7,ArianeSnowboard,0.3216275384807536
7,CDNOlympicTeam,0.22044465226566115
7,CaroCalve,0.267242411853963
7,GoCanadaGo,0.09374233465377738
7,MarianneLeeson,0.3216275384807536
7,Parallel,0.23934601827231206
7,Qualifying,0.3216275384807536
7,Slalom,0.23934601827231206
7,Snowboard,0.23934601827231206
7,Womens,0.3216275384807536
7,ft,0.3216275384807536
7,run,0.2804867783765328
8,5am,0.26703942908315004
8,GoCanadaGo,0.08412674228728857
8,Really,0.28863668845242546
8,Sunday,0.17160065220582987
8,What,0.28863668845242546
8,Wow,0.28863668845242546
8,alarm,0.28863668845242546
8,better,0.26703942908315004
8,coffee,0.26703942908315004
8,game,0.15410275313540175
8,guess,0.28863668845242546
8,maker,0.28863668845242546
8,set,0.28863668845242546
8,start,0.26703942908315004
8,time,0.26703942908315004
9,Down,0.4145242427561386
9,Genie,0.4145242427561386
9,GoCanadaGo,0.12081823114433005
9,RT,0.1425513117193886
9,Under,0.4145242427561386
9,having,0.3615006661396276
