tweet_number,word,tf-idf_score
0,JAEJOONGINMEX,0.20398386525579223
0,Sochi,0.20398386525579223
0,ToT,0.39089239044154117
0,bajamos,0.39089239044154117
0,cuando,0.39089239044154117
0,entro,0.39089239044154117
0,lugar,0.39089239044154117
0,ya,0.39089239044154117
1,De,0.39128153123589215
1,JAEJOONGINMEX,0.25898523633757026
1,Sochi,0.25898523633757026
1,en,0.3167761217118856
1,fue,0.39128153123589215
1,nuevo,0.39128153123589215
1,se,0.39128153123589215
1,xDDD,0.39128153123589215
2,De,0.32026998863731154
2,JAEJOONGINMEX,0.21198342389705038
2,RT,0.4062218705248679
2,SetthLee,0.4062218705248679
2,Sochi,0.21198342389705038
2,en,0.2592861579251837
2,fue,0.32026998863731154
2,nuevo,0.32026998863731154
2,se,0.32026998863731154
2,xDDD,0.32026998863731154
3,JAEJOONGINMEX,0.16541785403948464
3,México,0.3169887005823762
3,OMG,0.3169887005823762
3,Sin,0.3169887005823762
3,Sochi,0.16541785403948464
3,en,0.20232978144063082
3,la,0.3169887005823762
3,número,0.3169887005823762
3,orgullo,0.3169887005823762
3,publicidad,0.3169887005823762
3,que,0.3169887005823762
3,sin,0.3169887005823762
